REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 D:\Dual_Region\MOS_PESQ\swav\443.wav	 D:\Dual_Region\MOS_PESQ\ywav\443.wav	 SQValue=3.882	 3.882	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\444.wav	 D:\Dual_Region\MOS_PESQ\ywav\444.wav	 SQValue=3.131	 3.131	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\445.wav	 D:\Dual_Region\MOS_PESQ\ywav\445.wav	 SQValue=2.972	 2.972	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\446.wav	 D:\Dual_Region\MOS_PESQ\ywav\446.wav	 SQValue=4.321	 4.321	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\447.wav	 D:\Dual_Region\MOS_PESQ\ywav\447.wav	 SQValue=4.190	 4.190	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\448.wav	 D:\Dual_Region\MOS_PESQ\ywav\448.wav	 SQValue=4.031	 4.031	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\449.wav	 D:\Dual_Region\MOS_PESQ\ywav\449.wav	 SQValue=3.442	 3.442	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\450.wav	 D:\Dual_Region\MOS_PESQ\ywav\450.wav	 SQValue=3.593	 3.593	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\451.wav	 D:\Dual_Region\MOS_PESQ\ywav\451.wav	 SQValue=3.764	 3.764	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\452.wav	 D:\Dual_Region\MOS_PESQ\ywav\452.wav	 SQValue=3.501	 3.501	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\453.wav	 D:\Dual_Region\MOS_PESQ\ywav\453.wav	 SQValue=3.015	 3.015	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\454.wav	 D:\Dual_Region\MOS_PESQ\ywav\454.wav	 SQValue=3.705	 3.705	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\455.wav	 D:\Dual_Region\MOS_PESQ\ywav\455.wav	 SQValue=3.789	 3.789	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\456.wav	 D:\Dual_Region\MOS_PESQ\ywav\456.wav	 SQValue=3.758	 3.758	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\457.wav	 D:\Dual_Region\MOS_PESQ\ywav\457.wav	 SQValue=3.642	 3.642	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\458.wav	 D:\Dual_Region\MOS_PESQ\ywav\458.wav	 SQValue=3.619	 3.619	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\459.wav	 D:\Dual_Region\MOS_PESQ\ywav\459.wav	 SQValue=3.549	 3.549	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\460.wav	 D:\Dual_Region\MOS_PESQ\ywav\460.wav	 SQValue=2.014	 2.014	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\461.wav	 D:\Dual_Region\MOS_PESQ\ywav\461.wav	 SQValue=1.983	 1.983	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\462.wav	 D:\Dual_Region\MOS_PESQ\ywav\462.wav	 SQValue=3.739	 3.739	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\463.wav	 D:\Dual_Region\MOS_PESQ\ywav\463.wav	 SQValue=3.036	 3.036	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\464.wav	 D:\Dual_Region\MOS_PESQ\ywav\464.wav	 SQValue=3.312	 3.312	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\465.wav	 D:\Dual_Region\MOS_PESQ\ywav\465.wav	 SQValue=3.058	 3.058	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\466.wav	 D:\Dual_Region\MOS_PESQ\ywav\466.wav	 SQValue=4.277	 4.277	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\467.wav	 D:\Dual_Region\MOS_PESQ\ywav\467.wav	 SQValue=4.010	 4.010	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\468.wav	 D:\Dual_Region\MOS_PESQ\ywav\468.wav	 SQValue=3.625	 3.625	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\469.wav	 D:\Dual_Region\MOS_PESQ\ywav\469.wav	 SQValue=3.535	 3.535	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\470.wav	 D:\Dual_Region\MOS_PESQ\ywav\470.wav	 SQValue=3.887	 3.887	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\471.wav	 D:\Dual_Region\MOS_PESQ\ywav\471.wav	 SQValue=3.865	 3.865	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\472.wav	 D:\Dual_Region\MOS_PESQ\ywav\472.wav	 SQValue=3.202	 3.202	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\473.wav	 D:\Dual_Region\MOS_PESQ\ywav\473.wav	 SQValue=3.144	 3.144	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\474.wav	 D:\Dual_Region\MOS_PESQ\ywav\474.wav	 SQValue=4.138	 4.138	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\475.wav	 D:\Dual_Region\MOS_PESQ\ywav\475.wav	 SQValue=4.039	 4.039	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\476.wav	 D:\Dual_Region\MOS_PESQ\ywav\476.wav	 SQValue=3.808	 3.808	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\477.wav	 D:\Dual_Region\MOS_PESQ\ywav\477.wav	 SQValue=3.927	 3.927	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\478.wav	 D:\Dual_Region\MOS_PESQ\ywav\478.wav	 SQValue=2.789	 2.789	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\479.wav	 D:\Dual_Region\MOS_PESQ\ywav\479.wav	 SQValue=3.322	 3.322	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\480.wav	 D:\Dual_Region\MOS_PESQ\ywav\480.wav	 SQValue=3.274	 3.274	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\481.wav	 D:\Dual_Region\MOS_PESQ\ywav\481.wav	 SQValue=1.579	 1.579	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\482.wav	 D:\Dual_Region\MOS_PESQ\ywav\482.wav	 SQValue=3.822	 3.822	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\483.wav	 D:\Dual_Region\MOS_PESQ\ywav\483.wav	 SQValue=3.247	 3.247	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\484.wav	 D:\Dual_Region\MOS_PESQ\ywav\484.wav	 SQValue=2.977	 2.977	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\485.wav	 D:\Dual_Region\MOS_PESQ\ywav\485.wav	 SQValue=2.550	 2.550	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\486.wav	 D:\Dual_Region\MOS_PESQ\ywav\486.wav	 SQValue=4.360	 4.360	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\487.wav	 D:\Dual_Region\MOS_PESQ\ywav\487.wav	 SQValue=4.122	 4.122	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\488.wav	 D:\Dual_Region\MOS_PESQ\ywav\488.wav	 SQValue=3.759	 3.759	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\489.wav	 D:\Dual_Region\MOS_PESQ\ywav\489.wav	 SQValue=3.474	 3.474	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\490.wav	 D:\Dual_Region\MOS_PESQ\ywav\490.wav	 SQValue=4.105	 4.105	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\491.wav	 D:\Dual_Region\MOS_PESQ\ywav\491.wav	 SQValue=3.698	 3.698	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\492.wav	 D:\Dual_Region\MOS_PESQ\ywav\492.wav	 SQValue=3.562	 3.562	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\493.wav	 D:\Dual_Region\MOS_PESQ\ywav\493.wav	 SQValue=2.835	 2.835	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\494.wav	 D:\Dual_Region\MOS_PESQ\ywav\494.wav	 SQValue=4.101	 4.101	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\495.wav	 D:\Dual_Region\MOS_PESQ\ywav\495.wav	 SQValue=3.997	 3.997	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\496.wav	 D:\Dual_Region\MOS_PESQ\ywav\496.wav	 SQValue=3.675	 3.675	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\497.wav	 D:\Dual_Region\MOS_PESQ\ywav\497.wav	 SQValue=3.502	 3.502	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\498.wav	 D:\Dual_Region\MOS_PESQ\ywav\498.wav	 SQValue=3.619	 3.619	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\499.wav	 D:\Dual_Region\MOS_PESQ\ywav\499.wav	 SQValue=3.324	 3.324	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\500.wav	 D:\Dual_Region\MOS_PESQ\ywav\500.wav	 SQValue=3.127	 3.127	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\501.wav	 D:\Dual_Region\MOS_PESQ\ywav\501.wav	 SQValue=2.906	 2.906	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\502.wav	 D:\Dual_Region\MOS_PESQ\ywav\502.wav	 SQValue=3.441	 3.441	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\503.wav	 D:\Dual_Region\MOS_PESQ\ywav\503.wav	 SQValue=3.342	 3.342	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\504.wav	 D:\Dual_Region\MOS_PESQ\ywav\504.wav	 SQValue=3.500	 3.500	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\505.wav	 D:\Dual_Region\MOS_PESQ\ywav\505.wav	 SQValue=2.475	 2.475	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\506.wav	 D:\Dual_Region\MOS_PESQ\ywav\506.wav	 SQValue=3.938	 3.938	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\507.wav	 D:\Dual_Region\MOS_PESQ\ywav\507.wav	 SQValue=4.185	 4.185	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\508.wav	 D:\Dual_Region\MOS_PESQ\ywav\508.wav	 SQValue=3.582	 3.582	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\509.wav	 D:\Dual_Region\MOS_PESQ\ywav\509.wav	 SQValue=3.530	 3.530	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\510.wav	 D:\Dual_Region\MOS_PESQ\ywav\510.wav	 SQValue=4.101	 4.101	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\511.wav	 D:\Dual_Region\MOS_PESQ\ywav\511.wav	 SQValue=3.328	 3.328	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\512.wav	 D:\Dual_Region\MOS_PESQ\ywav\512.wav	 SQValue=3.212	 3.212	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\513.wav	 D:\Dual_Region\MOS_PESQ\ywav\513.wav	 SQValue=2.958	 2.958	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\514.wav	 D:\Dual_Region\MOS_PESQ\ywav\514.wav	 SQValue=4.356	 4.356	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\515.wav	 D:\Dual_Region\MOS_PESQ\ywav\515.wav	 SQValue=3.890	 3.890	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\516.wav	 D:\Dual_Region\MOS_PESQ\ywav\516.wav	 SQValue=3.175	 3.175	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\517.wav	 D:\Dual_Region\MOS_PESQ\ywav\517.wav	 SQValue=3.583	 3.583	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\518.wav	 D:\Dual_Region\MOS_PESQ\ywav\518.wav	 SQValue=3.701	 3.701	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\519.wav	 D:\Dual_Region\MOS_PESQ\ywav\519.wav	 SQValue=3.456	 3.456	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\520.wav	 D:\Dual_Region\MOS_PESQ\ywav\520.wav	 SQValue=2.897	 2.897	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\521.wav	 D:\Dual_Region\MOS_PESQ\ywav\521.wav	 SQValue=2.559	 2.559	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\522.wav	 D:\Dual_Region\MOS_PESQ\ywav\522.wav	 SQValue=4.007	 4.007	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\523.wav	 D:\Dual_Region\MOS_PESQ\ywav\523.wav	 SQValue=3.611	 3.611	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\524.wav	 D:\Dual_Region\MOS_PESQ\ywav\524.wav	 SQValue=3.480	 3.480	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\525.wav	 D:\Dual_Region\MOS_PESQ\ywav\525.wav	 SQValue=2.967	 2.967	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\526.wav	 D:\Dual_Region\MOS_PESQ\ywav\526.wav	 SQValue=4.147	 4.147	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\527.wav	 D:\Dual_Region\MOS_PESQ\ywav\527.wav	 SQValue=4.139	 4.139	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\528.wav	 D:\Dual_Region\MOS_PESQ\ywav\528.wav	 SQValue=3.756	 3.756	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\529.wav	 D:\Dual_Region\MOS_PESQ\ywav\529.wav	 SQValue=3.338	 3.338	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\530.wav	 D:\Dual_Region\MOS_PESQ\ywav\530.wav	 SQValue=3.738	 3.738	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\531.wav	 D:\Dual_Region\MOS_PESQ\ywav\531.wav	 SQValue=3.449	 3.449	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\532.wav	 D:\Dual_Region\MOS_PESQ\ywav\532.wav	 SQValue=3.400	 3.400	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\533.wav	 D:\Dual_Region\MOS_PESQ\ywav\533.wav	 SQValue=2.932	 2.932	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\534.wav	 D:\Dual_Region\MOS_PESQ\ywav\534.wav	 SQValue=4.207	 4.207	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\535.wav	 D:\Dual_Region\MOS_PESQ\ywav\535.wav	 SQValue=3.911	 3.911	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\536.wav	 D:\Dual_Region\MOS_PESQ\ywav\536.wav	 SQValue=3.644	 3.644	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\537.wav	 D:\Dual_Region\MOS_PESQ\ywav\537.wav	 SQValue=3.294	 3.294	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\538.wav	 D:\Dual_Region\MOS_PESQ\ywav\538.wav	 SQValue=3.664	 3.664	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\539.wav	 D:\Dual_Region\MOS_PESQ\ywav\539.wav	 SQValue=3.170	 3.170	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\540.wav	 D:\Dual_Region\MOS_PESQ\ywav\540.wav	 SQValue=2.906	 2.906	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\541.wav	 D:\Dual_Region\MOS_PESQ\ywav\541.wav	 SQValue=1.566	 1.566	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\542.wav	 D:\Dual_Region\MOS_PESQ\ywav\542.wav	 SQValue=3.951	 3.951	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\543.wav	 D:\Dual_Region\MOS_PESQ\ywav\543.wav	 SQValue=3.559	 3.559	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\544.wav	 D:\Dual_Region\MOS_PESQ\ywav\544.wav	 SQValue=2.622	 2.622	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\545.wav	 D:\Dual_Region\MOS_PESQ\ywav\545.wav	 SQValue=2.487	 2.487	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\546.wav	 D:\Dual_Region\MOS_PESQ\ywav\546.wav	 SQValue=4.020	 4.020	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\547.wav	 D:\Dual_Region\MOS_PESQ\ywav\547.wav	 SQValue=4.027	 4.027	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\548.wav	 D:\Dual_Region\MOS_PESQ\ywav\548.wav	 SQValue=4.136	 4.136	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\549.wav	 D:\Dual_Region\MOS_PESQ\ywav\549.wav	 SQValue=3.287	 3.287	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\550.wav	 D:\Dual_Region\MOS_PESQ\ywav\550.wav	 SQValue=4.140	 4.140	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\551.wav	 D:\Dual_Region\MOS_PESQ\ywav\551.wav	 SQValue=4.062	 4.062	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\552.wav	 D:\Dual_Region\MOS_PESQ\ywav\552.wav	 SQValue=3.197	 3.197	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\553.wav	 D:\Dual_Region\MOS_PESQ\ywav\553.wav	 SQValue=2.955	 2.955	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\554.wav	 D:\Dual_Region\MOS_PESQ\ywav\554.wav	 SQValue=4.185	 4.185	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\555.wav	 D:\Dual_Region\MOS_PESQ\ywav\555.wav	 SQValue=4.079	 4.079	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\556.wav	 D:\Dual_Region\MOS_PESQ\ywav\556.wav	 SQValue=3.244	 3.244	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\557.wav	 D:\Dual_Region\MOS_PESQ\ywav\557.wav	 SQValue=3.529	 3.529	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\558.wav	 D:\Dual_Region\MOS_PESQ\ywav\558.wav	 SQValue=3.717	 3.717	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\559.wav	 D:\Dual_Region\MOS_PESQ\ywav\559.wav	 SQValue=3.335	 3.335	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\560.wav	 D:\Dual_Region\MOS_PESQ\ywav\560.wav	 SQValue=3.294	 3.294	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\561.wav	 D:\Dual_Region\MOS_PESQ\ywav\561.wav	 SQValue=2.529	 2.529	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\562.wav	 D:\Dual_Region\MOS_PESQ\ywav\562.wav	 SQValue=3.519	 3.519	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\563.wav	 D:\Dual_Region\MOS_PESQ\ywav\563.wav	 SQValue=3.468	 3.468	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\564.wav	 D:\Dual_Region\MOS_PESQ\ywav\564.wav	 SQValue=3.709	 3.709	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\565.wav	 D:\Dual_Region\MOS_PESQ\ywav\565.wav	 SQValue=2.601	 2.601	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\566.wav	 D:\Dual_Region\MOS_PESQ\ywav\566.wav	 SQValue=4.328	 4.328	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\567.wav	 D:\Dual_Region\MOS_PESQ\ywav\567.wav	 SQValue=4.152	 4.152	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\568.wav	 D:\Dual_Region\MOS_PESQ\ywav\568.wav	 SQValue=4.191	 4.191	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\569.wav	 D:\Dual_Region\MOS_PESQ\ywav\569.wav	 SQValue=3.595	 3.595	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\570.wav	 D:\Dual_Region\MOS_PESQ\ywav\570.wav	 SQValue=3.742	 3.742	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\571.wav	 D:\Dual_Region\MOS_PESQ\ywav\571.wav	 SQValue=3.724	 3.724	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\572.wav	 D:\Dual_Region\MOS_PESQ\ywav\572.wav	 SQValue=3.479	 3.479	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\573.wav	 D:\Dual_Region\MOS_PESQ\ywav\573.wav	 SQValue=3.043	 3.043	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\574.wav	 D:\Dual_Region\MOS_PESQ\ywav\574.wav	 SQValue=4.219	 4.219	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\575.wav	 D:\Dual_Region\MOS_PESQ\ywav\575.wav	 SQValue=4.111	 4.111	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\576.wav	 D:\Dual_Region\MOS_PESQ\ywav\576.wav	 SQValue=3.856	 3.856	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\577.wav	 D:\Dual_Region\MOS_PESQ\ywav\577.wav	 SQValue=4.022	 4.022	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\578.wav	 D:\Dual_Region\MOS_PESQ\ywav\578.wav	 SQValue=3.646	 3.646	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\579.wav	 D:\Dual_Region\MOS_PESQ\ywav\579.wav	 SQValue=3.583	 3.583	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\580.wav	 D:\Dual_Region\MOS_PESQ\ywav\580.wav	 SQValue=2.510	 2.510	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\581.wav	 D:\Dual_Region\MOS_PESQ\ywav\581.wav	 SQValue=2.496	 2.496	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\582.wav	 D:\Dual_Region\MOS_PESQ\ywav\582.wav	 SQValue=3.967	 3.967	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\583.wav	 D:\Dual_Region\MOS_PESQ\ywav\583.wav	 SQValue=3.475	 3.475	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\584.wav	 D:\Dual_Region\MOS_PESQ\ywav\584.wav	 SQValue=3.493	 3.493	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\585.wav	 D:\Dual_Region\MOS_PESQ\ywav\585.wav	 SQValue=2.852	 2.852	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\586.wav	 D:\Dual_Region\MOS_PESQ\ywav\586.wav	 SQValue=4.224	 4.224	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\587.wav	 D:\Dual_Region\MOS_PESQ\ywav\587.wav	 SQValue=3.931	 3.931	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\588.wav	 D:\Dual_Region\MOS_PESQ\ywav\588.wav	 SQValue=3.815	 3.815	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\589.wav	 D:\Dual_Region\MOS_PESQ\ywav\589.wav	 SQValue=3.633	 3.633	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\590.wav	 D:\Dual_Region\MOS_PESQ\ywav\590.wav	 SQValue=3.849	 3.849	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\591.wav	 D:\Dual_Region\MOS_PESQ\ywav\591.wav	 SQValue=3.658	 3.658	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\592.wav	 D:\Dual_Region\MOS_PESQ\ywav\592.wav	 SQValue=3.804	 3.804	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\593.wav	 D:\Dual_Region\MOS_PESQ\ywav\593.wav	 SQValue=3.072	 3.072	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\594.wav	 D:\Dual_Region\MOS_PESQ\ywav\594.wav	 SQValue=4.194	 4.194	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\595.wav	 D:\Dual_Region\MOS_PESQ\ywav\595.wav	 SQValue=4.264	 4.264	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\596.wav	 D:\Dual_Region\MOS_PESQ\ywav\596.wav	 SQValue=3.663	 3.663	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\597.wav	 D:\Dual_Region\MOS_PESQ\ywav\597.wav	 SQValue=3.645	 3.645	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\598.wav	 D:\Dual_Region\MOS_PESQ\ywav\598.wav	 SQValue=3.221	 3.221	 0.000	 0	 16000	0.0000
